filename,n_redactions
03820.txt,68
03821.txt,0
03822.txt,2
03823.txt,0
03824.txt,4
03825.txt,27
03826.txt,8
03827.txt,0
03828.txt,19
03829.txt,3
03830.txt,2
03831.txt,7
03832.txt,1
03833.txt,6
03834.txt,24
03835.txt,9
03836.txt,42
03837.txt,4
03838.txt,9
03839.txt,1
03840.txt,2
03841.txt,7
03842.txt,28
03843.txt,1
03844.txt,2
03845.txt,0
03846.txt,26
03847.txt,30
03848.txt,9
03849.txt,5
03850.txt,8
03851.txt,7
03852.txt,1
03853.txt,0
03854.txt,10
03857.txt,3
03858.txt,7
03859.txt,2
03860.txt,8
03861.txt,13
03862.txt,2
03863.txt,1
03864.txt,14
03865.txt,0
03866.txt,3
03867.txt,1
03868.txt,74
03869.txt,5
03870.txt,7
03871.txt,2
03872.txt,14
03874.txt,2
03875.txt,8
03876.txt,1
03877.txt,79
03878.txt,0
03879.txt,4
03880.txt,9
03882.txt,9
03883.txt,9
03884.txt,6
03885.txt,65
03886.txt,1
03887.txt,0
03888.txt,8
03889.txt,11
03890.txt,4
03891.txt,36
03892.txt,0
03893.txt,7
03894.txt,36
03895.txt,0
03896.txt,24
03897.txt,0
03898.txt,12
03899.txt,11
03900.txt,4
03901.txt,3
03902.txt,2
03903.txt,9
03904.txt,40
03905.txt,5
03906.txt,3
03907.txt,4
03908.txt,58
03909.txt,14
03910.txt,12
03911.txt,11
03912.txt,33
03913.txt,1
03914.txt,8
03915.txt,1
03916.txt,3
03917.txt,1
03918.txt,2
03919.txt,5
03920.txt,8
03921.txt,5
03922.txt,19
03923.txt,2
03924.txt,0
03925.txt,1
03926.txt,15
03927.txt,2
03928.txt,5
03929.txt,7
03930.txt,11
03931.txt,19
03932.txt,4
03933.txt,2
03934.txt,2
03935.txt,12
03936.txt,0
03937.txt,14
03938.txt,9
03939.txt,118
03941.txt,3
03942.txt,14
03943.txt,6
03944.txt,5
03945.txt,43
03946.txt,10
03947.txt,27
03948.txt,1
03949.txt,6
03950.txt,1
03951.txt,62
03952.txt,10
03953.txt,12
03954.txt,56
03955.txt,1
03956.txt,52
03957.txt,8
03958.txt,4
03959.txt,22
03960.txt,91
03961.txt,34
03962.txt,11
03963.txt,8
03964.txt,0
03966.txt,0
03967.txt,11
03968.txt,13
03969.txt,4
03970.txt,2
03971.txt,2
03972.txt,14
03973.txt,3
03974.txt,8
03975.txt,14
03976.txt,14
03977.txt,1
03978.txt,10
03979.txt,5
03980.txt,1
03981.txt,2
03982.txt,3
03983.txt,0
03984.txt,0
03985.txt,2
03986.txt,0
03987.txt,0
03988.txt,41
03989.txt,2
03990.txt,5
03991.txt,24
03992.txt,0
03993.txt,3
03994.txt,13
03995.txt,4
03996.txt,88
03997.txt,1
03998.txt,8
03999.txt,1
04000.txt,12
04001.txt,9
04002.txt,11
04004.txt,9
04006.txt,0
04007.txt,2
04008.txt,7
04009.txt,8
04010.txt,12
04011.txt,5
04012.txt,2
04013.txt,9
04014.txt,26
04015.txt,6
04016.txt,1
04017.txt,1
04019.txt,55
04020.txt,88
04021.txt,11
04022.txt,8
04023.txt,4
04024.txt,3
04025.txt,4
04026.txt,19
04027.txt,7
04028.txt,31
04029.txt,18
04030.txt,6
04031.txt,14
04032.txt,14
04033.txt,2
04034.txt,15
04035.txt,5
04036.txt,10
04037.txt,38
04038.txt,4
04039.txt,13
04040.txt,5
04041.txt,2
04042.txt,5
04043.txt,31
04044.txt,4
04045.txt,35
04046.txt,12
04047.txt,7
04048.txt,1
04049.txt,0
04050.txt,2
04051.txt,19
04052.txt,2
04053.txt,3
04054.txt,3
04055.txt,4
04056.txt,1
04057.txt,8
04058.txt,2
04059.txt,32
04060.txt,79
04061.txt,7
04062.txt,8
04063.txt,10
04065.txt,0
04066.txt,1
04067.txt,7
04068.txt,26
04069.txt,9
04070.txt,21
04071.txt,7
04072.txt,5
04073.txt,4
04074.txt,21
04075.txt,5
04076.txt,6
04077.txt,19
04078.txt,7
04079.txt,7
04080.txt,5
04081.txt,17
04082.txt,16
04083.txt,19
04084.txt,7
04085.txt,17
04086.txt,10
04087.txt,4
04088.txt,1
04089.txt,5
04090.txt,2
04091.txt,4
04092.txt,11
04093.txt,3
04094.txt,4
04095.txt,4
04096.txt,42
04097.txt,7
04098.txt,14
04099.txt,1
04100.txt,1
04101.txt,7
04102.txt,0
04103.txt,2
04104.txt,6
04105.txt,0
04106.txt,7
04107.txt,2
04108.txt,1
04109.txt,0
04110.txt,11
04111.txt,295
04112.txt,56
04113.txt,32
04114.txt,62
04115.txt,2
04116.txt,80
04117.txt,78
04118.txt,11
04119.txt,1
04120.txt,31
04121.txt,28
04122.txt,11
04123.txt,2
04124.txt,4
04125.txt,6
04127.txt,0
04128.txt,5
04129.txt,16
04130.txt,2
04131.txt,1
04132.txt,9
04133.txt,48
04134.txt,4
04135.txt,0
04136.txt,1
04137.txt,6
04138.txt,0
04139.txt,9
04140.txt,46
04141.txt,3
04142.txt,0
04143.txt,14
04144.txt,14
04145.txt,10
04146.txt,0
04147.txt,9
04148.txt,4
04149.txt,2
04150.txt,2
04151.txt,6
04152.txt,38
04153.txt,0
04154.txt,9
04155.txt,27
04156.txt,9
04157.txt,18
04158.txt,0
04159.txt,9
04160.txt,27
04162.txt,0
04163.txt,7
04164.txt,30
04165.txt,6
04166.txt,0
04167.txt,6
04168.txt,9
04169.txt,17
04170.txt,2
04171.txt,7
04172.txt,2
04173.txt,2
04174.txt,8
04175.txt,10
04176.txt,28
04177.txt,44
04178.txt,11
04179.txt,0
04180.txt,10
04181.txt,2
04182.txt,1
04183.txt,39
04184.txt,21
04185.txt,8
04186.txt,14
04187.txt,2
04188.txt,55
04189.txt,5
04190.txt,7
04191.txt,21
04192.txt,6
04193.txt,4
04194.txt,15
04195.txt,1
04196.txt,2
04197.txt,10
04198.txt,14
04199.txt,0
04200.txt,5
04201.txt,9
04202.txt,4
04203.txt,6
04204.txt,6
04205.txt,1
04206.txt,22
04207.txt,10
04208.txt,2
04209.txt,22
04210.txt,2
04211.txt,4
04214.txt,0
04215.txt,5
04216.txt,1
04217.txt,3
04218.txt,54
04219.txt,5
04220.txt,3
04221.txt,5
04222.txt,20
04223.txt,11
04224.txt,14
04225.txt,4
04226.txt,6
04227.txt,9
04228.txt,10
04229.txt,1
04231.txt,26
04232.txt,0
04233.txt,3
04234.txt,8
04235.txt,10
04236.txt,0
04237.txt,1
04238.txt,18
04239.txt,10
04240.txt,5
04241.txt,1
04242.txt,6
04243.txt,25
04244.txt,0
04245.txt,1
04246.txt,13
04247.txt,1
04248.txt,15
04249.txt,1
04250.txt,1
04251.txt,5
04252.txt,3
04253.txt,12
04254.txt,66
04255.txt,3
04257.txt,6
04259.txt,10
04260.txt,5
04261.txt,8
04262.txt,7
04263.txt,15
04264.txt,16
04265.txt,29
04266.txt,24
04267.txt,2
04268.txt,15
04269.txt,19
04270.txt,23
04271.txt,7
04273.txt,5
04274.txt,30
04275.txt,5
04276.txt,3
04277.txt,19
04278.txt,8
04279.txt,23
04280.txt,2
04281.txt,30
04282.txt,25
04283.txt,0
04284.txt,11
04285.txt,53
04286.txt,1
04287.txt,18
04288.txt,2
04289.txt,5
04290.txt,10
04291.txt,2
04292.txt,8
04293.txt,3
04294.txt,7
04295.txt,5
04296.txt,10
04297.txt,209
04298.txt,2
04299.txt,45
04301.txt,4
04302.txt,4
04303.txt,21
04304.txt,14
04305.txt,2
04306.txt,0
04307.txt,12
04308.txt,7
04309.txt,5
04310.txt,56
04311.txt,63
04312.txt,13
04313.txt,22
04314.txt,25
04315.txt,5
04316.txt,6
04317.txt,25
04318.txt,49
04319.txt,13
04320.txt,6
04321.txt,7
04322.txt,19
04323.txt,0
04324.txt,15
04325.txt,5
04326.txt,0
04327.txt,14
04328.txt,6
04329.txt,2
04330.txt,11
04331.txt,4
04332.txt,22
04333.txt,2
04334.txt,14
04335.txt,13
04336.txt,19
04337.txt,18
04338.txt,8
04339.txt,11
04340.txt,3
04341.txt,33
04342.txt,1
04343.txt,3
04344.txt,8
04345.txt,4
04346.txt,9
04347.txt,19
04348.txt,3
04349.txt,0
04350.txt,2
04351.txt,31
04352.txt,10
04353.txt,1
04354.txt,8
04355.txt,1
04356.txt,1
04357.txt,3
04358.txt,19
04359.txt,0
04360.txt,15
04361.txt,0
04362.txt,1
04363.txt,39
04364.txt,6
04365.txt,4
04366.txt,3
04367.txt,4
04368.txt,1
04369.txt,10
04370.txt,5
04371.txt,9
04372.txt,4
04373.txt,3
04374.txt,19
04375.txt,12
04376.txt,21
04377.txt,6
04378.txt,2
04379.txt,48
04380.txt,10
04381.txt,3
04382.txt,10
04383.txt,2
04385.txt,3
04386.txt,21
04387.txt,36
04390.txt,4
04391.txt,3
04392.txt,9
04393.txt,9
04394.txt,0
04395.txt,0
04396.txt,7
04397.txt,66
04398.txt,3
04399.txt,2
04400.txt,1
04401.txt,40
04402.txt,17
04403.txt,8
04404.txt,31
04405.txt,13
04406.txt,15
04407.txt,1
04408.txt,30
04409.txt,9
04410.txt,17
04411.txt,152
04412.txt,0
04413.txt,11
04414.txt,14
04415.txt,47
04417.txt,3
04418.txt,29
04419.txt,10
04421.txt,10
04422.txt,2
04424.txt,6
04425.txt,2
04426.txt,16
04427.txt,5
04428.txt,19
04429.txt,13
04430.txt,6
04431.txt,89
04432.txt,6
04433.txt,46
04434.txt,25
04435.txt,0
04436.txt,0
04437.txt,10
04438.txt,5
04439.txt,14
04440.txt,23
04441.txt,2
04442.txt,5
04443.txt,71
04444.txt,1
04445.txt,28
04446.txt,1
04447.txt,7
04448.txt,4
04449.txt,13
04450.txt,5
04451.txt,0
04452.txt,7
04453.txt,12
04454.txt,12
04456.txt,2
04457.txt,9
04458.txt,8
04459.txt,46
04460.txt,4
04461.txt,3
04462.txt,4
04463.txt,4
04464.txt,0
04465.txt,3
04466.txt,4
04467.txt,0
04468.txt,3
04469.txt,2
04470.txt,39
04471.txt,5
04472.txt,28
04473.txt,13
04474.txt,23
04475.txt,10
04476.txt,6
04477.txt,3
04478.txt,2
04479.txt,5
04480.txt,20
04481.txt,3
04482.txt,2
04483.txt,19
04484.txt,30
04485.txt,25
04486.txt,4
04487.txt,17
04488.txt,10
04489.txt,12
04490.txt,17
04491.txt,7
04492.txt,21
04493.txt,7
04494.txt,0
04495.txt,8
04496.txt,3
04497.txt,9
04499.txt,9
04500.txt,27
04501.txt,1
04502.txt,33
04503.txt,1
04504.txt,2
04505.txt,16
04506.txt,20
04507.txt,31
04508.txt,3
04509.txt,8
04510.txt,3
04511.txt,21
04512.txt,2
04513.txt,28
04514.txt,11
04515.txt,8
04516.txt,3
04517.txt,13
04518.txt,8
04519.txt,16
04520.txt,1
04521.txt,4
04522.txt,2
04523.txt,9
04524.txt,15
04525.txt,3
04526.txt,2
04527.txt,5
04528.txt,0
04529.txt,8
04530.txt,22
04531.txt,2
04532.txt,1
04533.txt,1
04534.txt,6
04535.txt,26
04536.txt,7
04537.txt,14
04538.txt,3
04539.txt,9
04540.txt,2
04541.txt,2
04542.txt,0
04543.txt,0
04544.txt,14
04545.txt,3
04546.txt,5
04547.txt,15
04548.txt,50
04549.txt,0
04550.txt,5
04551.txt,12
04552.txt,9
04553.txt,1
04554.txt,7
04555.txt,8
04556.txt,3
04557.txt,3
04558.txt,31
04559.txt,9
04560.txt,1
04561.txt,31
04562.txt,5
04563.txt,8
04564.txt,16
04565.txt,14
04566.txt,9
04567.txt,1
04568.txt,11
04569.txt,3
04570.txt,0
04571.txt,1
04572.txt,10
04573.txt,19
04574.txt,30
04575.txt,2
04576.txt,4
04577.txt,4
04578.txt,1
04579.txt,17
04580.txt,2
04581.txt,9
04582.txt,7
04583.txt,17
04584.txt,6
04585.txt,19
04586.txt,6
04587.txt,29
04588.txt,3
04590.txt,10
04591.txt,0
04592.txt,3
04593.txt,16
04594.txt,6
04595.txt,5
04596.txt,10
04597.txt,2
04598.txt,8
04599.txt,10
04600.txt,117
04601.txt,3
04602.txt,2
04603.txt,5
04604.txt,8
04605.txt,15
04606.txt,12
04607.txt,4
04608.txt,12
04609.txt,9
04610.txt,8
04611.txt,14
04612.txt,4
04613.txt,2
04614.txt,12
04615.txt,8
04617.txt,13
04618.txt,13
04619.txt,25
04620.txt,2
04621.txt,0
04622.txt,4
04624.txt,3
04625.txt,1
04626.txt,3
04627.txt,2
04628.txt,5
04629.txt,1
04630.txt,29
04631.txt,4
04632.txt,8
04633.txt,8
04634.txt,17
04635.txt,11
04636.txt,1
04637.txt,22
04638.txt,6
04639.txt,24
04640.txt,28
04641.txt,1
04642.txt,7
04643.txt,6
04644.txt,15
04645.txt,10
04647.txt,6
04648.txt,2
04649.txt,30
04650.txt,2
04651.txt,30
04652.txt,5
04653.txt,26
04654.txt,5
04655.txt,9
04656.txt,2
04657.txt,5
04658.txt,1
04659.txt,0
04660.txt,3
04661.txt,0
04662.txt,9
04663.txt,5
04664.txt,2
04665.txt,8
04666.txt,7
04667.txt,16
04668.txt,4
04669.txt,1
04670.txt,5
04671.txt,17
04672.txt,12
04673.txt,5
04674.txt,12
04675.txt,21
04676.txt,25
04677.txt,4
04678.txt,238
04679.txt,5
04680.txt,1
04681.txt,11
04682.txt,26
04683.txt,1
04684.txt,16
04685.txt,38
04686.txt,0
04687.txt,7
04688.txt,8
04689.txt,69
04690.txt,9
04691.txt,12
04692.txt,9
04693.txt,8
04694.txt,8
04695.txt,1
04696.txt,1
04697.txt,28
04698.txt,15
04699.txt,22
04700.txt,8
04701.txt,1
04702.txt,1
04703.txt,43
04704.txt,6
04705.txt,7
04706.txt,1
04707.txt,5
04708.txt,19
04709.txt,8
04710.txt,3
04711.txt,10
04712.txt,28
04713.txt,2
04714.txt,7
04715.txt,6
04716.txt,44
04717.txt,1
04718.txt,6
04719.txt,0
04720.txt,50
04721.txt,15
04722.txt,34
04723.txt,11
04724.txt,1
04725.txt,5
04726.txt,11
04727.txt,3
04728.txt,5
04729.txt,3
04730.txt,1
04731.txt,36
04732.txt,29
04733.txt,19
04734.txt,20
04735.txt,33
04737.txt,32
04738.txt,3
04739.txt,34
04740.txt,3
04741.txt,0
04742.txt,2
04743.txt,12
04744.txt,2
04745.txt,1
04746.txt,4
04747.txt,7
04748.txt,41
04749.txt,1
04750.txt,3
04751.txt,1
04752.txt,25
04753.txt,12
04754.txt,2
04755.txt,414
04756.txt,4
04757.txt,0
04758.txt,7
04759.txt,1
04760.txt,2
04761.txt,5
04762.txt,1
04763.txt,0
04765.txt,1
04766.txt,0
04767.txt,38
04768.txt,5
04769.txt,16
04770.txt,2
04771.txt,1
04772.txt,11
04773.txt,14
04774.txt,1
04775.txt,1
04776.txt,7
04777.txt,19
04778.txt,0
04779.txt,10
04780.txt,4
04781.txt,23
04782.txt,18
04783.txt,2
04784.txt,2
04785.txt,9
04786.txt,106
04787.txt,3
04788.txt,6
04789.txt,21
04790.txt,3
04791.txt,4
04792.txt,13
04793.txt,1
04794.txt,3
04795.txt,3
04796.txt,4
04797.txt,3
04798.txt,7
04799.txt,14
04800.txt,0
04801.txt,13
04803.txt,0
04804.txt,2
04806.txt,4
04807.txt,10
04808.txt,38
04809.txt,7
04810.txt,11
04811.txt,2
04812.txt,1
04813.txt,1451
04814.txt,22
04815.txt,9
04816.txt,1
04817.txt,14
04818.txt,0
04819.txt,4
04820.txt,74
04821.txt,2
04822.txt,14
04823.txt,4
04824.txt,13
04825.txt,2
04826.txt,2
04827.txt,12
04828.txt,5
04829.txt,38
04830.txt,68
04831.txt,14
04832.txt,9
04833.txt,6
04834.txt,5
04835.txt,10
04836.txt,2
04837.txt,27
04838.txt,11
04839.txt,10
04840.txt,2
04841.txt,3
04842.txt,11
04843.txt,59
04844.txt,7
04845.txt,2
04846.txt,2
04847.txt,1
04848.txt,7
04849.txt,39
04850.txt,2
04851.txt,11
04852.txt,10
04853.txt,2
04854.txt,40
04855.txt,4
04856.txt,3
04857.txt,26
04858.txt,1
04859.txt,18
04860.txt,26
04861.txt,14
04862.txt,5
04863.txt,2
04864.txt,25
04867.txt,8
04868.txt,3
04869.txt,34
04870.txt,4
04871.txt,1
04872.txt,11
04873.txt,7
04874.txt,8
04875.txt,1
04876.txt,29
04877.txt,4
04878.txt,4
04879.txt,7
04880.txt,20
04881.txt,1
04882.txt,8
04883.txt,5
04884.txt,24
04885.txt,24
04886.txt,1
04887.txt,5
04888.txt,2
04889.txt,32
04890.txt,18
04891.txt,7
04892.txt,2
04893.txt,5
04894.txt,20
04895.txt,21
04896.txt,23
04897.txt,8
04898.txt,10
04899.txt,0
04900.txt,3
04901.txt,6
04902.txt,4
04903.txt,4
04904.txt,6
04905.txt,7
04906.txt,4
04908.txt,14
04909.txt,0
04910.txt,3
04911.txt,18
04913.txt,5
04914.txt,17
04915.txt,7
04916.txt,11
04917.txt,0
04918.txt,0
04920.txt,0
04921.txt,5
04922.txt,1
04923.txt,13
04924.txt,5
04925.txt,3
04926.txt,30
04927.txt,3
04929.txt,1
04930.txt,3
04931.txt,5
04932.txt,1
04933.txt,1
04934.txt,7
04935.txt,1
04936.txt,3
04937.txt,1
04938.txt,7
04939.txt,8
04940.txt,9
04941.txt,8
04942.txt,4
04943.txt,3
04944.txt,2
04945.txt,45
04946.txt,1
04947.txt,8
04948.txt,10
04949.txt,36
04952.txt,10
04953.txt,0
04954.txt,32
04955.txt,9
04956.txt,1
04957.txt,5
04958.txt,0
04959.txt,38
04960.txt,1
04961.txt,4
04962.txt,23
04963.txt,9
04964.txt,1
04965.txt,9
04966.txt,27
04967.txt,21
04968.txt,27
04969.txt,1
04971.txt,8
04972.txt,8
04973.txt,0
04976.txt,0
04980.txt,1
04982.txt,16
04983.txt,10
04984.txt,0
04986.txt,1
04987.txt,3
04989.txt,4
04992.txt,12
04993.txt,8
04994.txt,5
04995.txt,17
04997.txt,4
04998.txt,18
05000.txt,15
05001.txt,13
05002.txt,4
05003.txt,3
05004.txt,2
05006.txt,9
05007.txt,30
05010.txt,9
05011.txt,22
05012.txt,10
05014.txt,0
05015.txt,12
05016.txt,1
05017.txt,1
05018.txt,28
05019.txt,14
05021.txt,0
05023.txt,28
05024.txt,1
05025.txt,5
05026.txt,14
05029.txt,2
05030.txt,1
05033.txt,2
05036.txt,10
05037.txt,3
05038.txt,21
05039.txt,10
05040.txt,11
05041.txt,3
05042.txt,22
05043.txt,6
05045.txt,5
05046.txt,12
05047.txt,13
05048.txt,0
05050.txt,6
05051.txt,1
05052.txt,28
05053.txt,16
05055.txt,8
05056.txt,9
05057.txt,8
05058.txt,1
05060.txt,17
05061.txt,1
05062.txt,1
05064.txt,0
05065.txt,0
05066.txt,6
05067.txt,33
05068.txt,9
05069.txt,0
05072.txt,2
05073.txt,6
05075.txt,3
05076.txt,11
05078.txt,4
05081.txt,1
05082.txt,1
05084.txt,14
05085.txt,18
05086.txt,2
05087.txt,4
05088.txt,6
05089.txt,0
05090.txt,14
05091.txt,1
05093.txt,9
05094.txt,2
05095.txt,1
05096.txt,13
05097.txt,2
05098.txt,5
05099.txt,25
05101.txt,7
05102.txt,9
05103.txt,43
05104.txt,20
05106.txt,14
05109.txt,0
05111.txt,11
05112.txt,5
05113.txt,2
05117.txt,36
05118.txt,9
05119.txt,2
05120.txt,3
05121.txt,0
05123.txt,2
05125.txt,3
05126.txt,3
05127.txt,11
05128.txt,3
05129.txt,14
05130.txt,3
05131.txt,0
05132.txt,6
05133.txt,1
05134.txt,6
05135.txt,14
05136.txt,3
05137.txt,2
05138.txt,11
05139.txt,4
05140.txt,1
05141.txt,5
05142.txt,4
05143.txt,22
05146.txt,1
05147.txt,8
05148.txt,0
05149.txt,0
05152.txt,2
05153.txt,18
05154.txt,5
05155.txt,0
05156.txt,4
05157.txt,1
05158.txt,21
05159.txt,15
05161.txt,7
05164.txt,1
05165.txt,10
05166.txt,31
05167.txt,24
05168.txt,0
05169.txt,1
05170.txt,44
05171.txt,0
